Model_Name,Year,Km_Driven,Fuel_Type,Transmission,Ownership,Engine_CC,Seats,resale_price
Discovery HSE,2016,120000,Diesel,Automatic,1,2993,7,2785000
Thar LX 4-STR Hard Top Diesel MT,2021,17000,Diesel,Manual,1,2184,4,1800000
City 1.5 V AT,2012,40000,Petrol,Automatic,2,1497,5,475000
Elite i20 Sportz 1.2 (O),2020,58100,Petrol,Manual,1,1197,5,650000
Fortuner 3.0 4x4 MT,2012,12749,Diesel,Manual,1,2982,7,1199000
Santa Fe 4 WD (AT),2013,83466,Diesel,Automatic,1,2199,7,650000
Scorpio S2,2015,86000,Diesel,Manual,2,2523,8,795000
C-Class C 200 Avantgarde,2015,60921,Petrol,Automatic,2,1991,5,2385000
Q5 2.0 TDI quattro Premium,2014,78000,Diesel,Automatic,1,1968,5,1700000
Verna Fluidic 1.6 VTVT SX Opt,2012,53000,Petrol,Manual,1,1591,5,380000
Kwid 1.0 RXT [2016-2019],2016,34736,Petrol,Manual,1,999,5,295000
Harrier XZ,2020,14400,Diesel,Manual,1,1956,5,1750000
Thar CRDe 4x4 Non AC,2015,85000,Diesel,Manual,2,2498,7,525000
Vento Highline Petrol,2011,80000,Petrol,Manual,2,,,275000
A3 35 TFSI Premium Plus,2018,77590,Petrol,Automatic,1,1395,5,2180000
Mustang GT Fastback 5.0L v8,2017,25000,Petrol,Automatic,3,4951,4,8000000
F-Pace Prestige,2018,40545,Diesel,Automatic,1,1999,5,4325000
Ritz Vdi BS-IV,2009,80000,Diesel,Manual,4,1248,5,120000
Alto LXi CNG,2009,56852,CNG,Manual,2,796,5,155000
DZire ZXi Plus AMT,2018,42000,Petrol,Automatic,1,1197,5,735000
Rapid Style 1.6 MPI AT,2018,55000,Petrol,Automatic,2,1598,5,900000
Superb Elegance 1.8 TSI AT,2014,53000,Petrol,Automatic,2,1798,5,795000
Cooper D 3 Door,2018,17000,Diesel,Automatic,1,1496,5,3300000
Fortuner 2.8 4x2 AT [2016-2020],2020,50000,Diesel,Automatic,1,2755,7,3775000
Xylo D4,2012,70000,Diesel,Manual,3,2489,8,325000
Vitara Brezza VDi,2017,75793,Diesel,Manual,1,1248,5,725000
LX SUV Petrol,2007,34000,Petrol,Automatic,2,,,2100000
S60 Kinetic D4,2012,89311,Diesel,Automatic,1,1984,5,994999
Vitara Brezza VDi (O) [2016-2018],2018,80000,Diesel,Manual,1,1248,5,785000
Macan S [2019-2020],2020,38000,Petrol,Automatic,1,2995,5,7500000
Fortuner 2.8 4x2 AT [2016-2020],2019,69500,Diesel,Automatic,2,2755,7,2799000
Wagon R VXI,2018,66794,Petrol,Manual,1,998,5,390000
Macan Base [2019-2020],2019,27000,Petrol,Automatic,1,1984,5,9000000
Baleno Zeta 1.2 AT,2017,35616,Petrol,Automatic,1,1197,5,675000
Eeco 5 STR [2014-2019],2015,64000,Petrol,Manual,1,1196,5,320000
Baleno Zeta 1.2 AT,2020,7000,Petrol,Automatic,1,1197,5,840000
Wagon R VXI,2015,45000,Petrol,Manual,1,998,5,310000
Ertiga LXI,2017,9000,Petrol,Manual,1,1373,7,795000
Wagon R LXI CNG,2015,67738,CNG,Manual,2,998,5,310000
Glanza G,2021,11030,Petrol,Manual,1,1197,5,860000
i10 Magna 1.2 Kappa2,2015,49123,Petrol,Manual,1,1197,5,390000
3-Series 320d Highline Sedan,2012,125000,Diesel,Automatic,1,,,1200000
Swift DZire LDI,2018,46000,Diesel,Manual,1,1248,5,520000
S-Class 280 AT,2000,65000,Petrol,Automatic,2,,,1200000
Vitara Brezza VDi (O) [2016-2018],2018,64000,Diesel,Manual,1,1248,5,675000
S-Presso VXi,2021,7942,Petrol,Manual,1,998,5,475000
Alto 800 Lxi,2017,52100,Petrol,Manual,1,796,5,265000
Rapid Ambition 1.6 TDI CR MT,2019,32809,Diesel,Manual,1,1598,5,950000
Fortuner 3.0 4x2 AT,2014,101000,Diesel,Automatic,1,2982,7,1750000
A3 35 TDI Premium Plus + Sunroof,2016,40500,Diesel,Automatic,1,1968,5,2225000
Compass Sport 1.4 Petrol,2021,25700,Petrol,Manual,1,1368,5,1748999
M-Class ML 250 CDI,2014,85000,Diesel,Automatic,2,2143,5,2250000
Elite i20 Asta 1.2 (O) [2016],2017,17268,Petrol,Manual,1,1197,5,690000
Baleno Zeta 1.2,2017,68000,Petrol,Manual,1,1197,5,561000
i20 Asta 1.2,2011,30000,Petrol,Manual,3,,,299000
Compass Longitude (O) 2.0 Diesel [2017-2020],2020,57000,Diesel,Manual,1,,5,1580000
Swift DZire VXI AT,2017,44100,Petrol,Automatic,1,1197,5,595000
Discovery 3.0 TDV6 HSE,2013,91840,Diesel,Automatic,2,,,4390000
i20 Asta 1.2,2009,115000,Petrol,Manual,3,1197,5,235000
i20 Magna (O) 1.2,2014,23000,Petrol,Manual,1,1197,5,450000
5-Series 520d Modern Line,2014,58000,Diesel,Automatic,1,1995,5,2299000
GLE 250 d,2018,95786,Diesel,Automatic,1,2143,5,4590000
Q3 35 TDI Technology,2016,95401,Diesel,Automatic,1,1968,5,2150000
Seltos GTX Plus 1.4 DCT,2020,7000,Petrol,Automatic,1,1353,5,1850000
Elantra SX (O) 2.0 AT,2017,24000,Petrol,Automatic,1,1999,5,1175000
Wagon R VXi,2012,68000,Petrol,Manual,1,998,5,250000
Aent Executive,2015,41273,Petrol,Manual,1,1495,5,400000
Q5 35 TDI Premium Plus,2018,66000,Diesel,Automatic,1,,,4000000
Creta SX 1.6 CRDi,2018,65954,Diesel,Manual,1,1582,5,1100000
i10 Sportz 1.2 Kappa2,2016,28000,Petrol,Manual,1,1197,5,395000
S-Presso VXi Plus,2021,38848,Petrol,Manual,1,998,5,425000
Innova 2.4 ZX 7 STR [2016-2020],2017,30000,Diesel,Manual,1,2393,7,2190000
ES 300h Exquisite [2020-2021],2020,27000,Hybrid,Automatic,1,2487,5,4800000
Swift DZire LXI (O),2017,69000,Petrol,Manual,1,1197,5,421000
i20 Active 1.2 SX,2016,22700,Petrol,Manual,1,1197,5,560000
Civic 1.8V MT,2014,9212,Petrol,Manual,1,,,777000
Q3 35 TDI quattro Technology,2019,41000,Diesel,Automatic,2,1968,5,3250000
Scorpio S10,2014,100000,Diesel,Manual,2,2179,8,875000
Ciaz Alpha 1.4 MT,2018,13066,Petrol,Manual,1,1373,5,899000
Duster 85 PS RxL,2015,75000,Diesel,Manual,1,1461,5,425000
S-Presso VXi (O),2019,53241,Petrol,Manual,1,998,5,425000
Countryman Cooper S JCW Inspired,2021,12000,Petrol,Automatic,1,1998,5,3875000
City 1.5 S MT,2013,65000,Petrol,Manual,1,1497,5,500000
Fortuner 3.0 4x2 MT,2012,97000,Diesel,Manual,2,2982,7,1225000
Innova 2.7 ZX AT 7 STR,2017,49000,Petrol,Automatic,2,2694,7,1789999
Eon 1.0 Kappa Magna + [2014-2016],2013,64000,Petrol,Manual,1,998,5,240000
Polo Comfortline 1.2L (P),2010,78000,Petrol,Manual,2,,,240000
Amaze 1.5 VX i-DTEC,2019,56000,Diesel,Manual,1,1498,5,935000
Baleno Alpha Automatic,2018,39000,Petrol,Automatic,1,1197,5,775000
Scorpio S4 1.99 [2016-2017],2017,55000,Diesel,Manual,2,1997,8,950000
Grand i10 Magna AT 1.2 Kappa VTVT,2018,53000,Petrol,Automatic,2,1197,5,549000
Eeco 5 STR WITH A/C+HTR CNG [2017-2019],2021,1374,CNG,Manual,1,1196,5,645000
C-Class C 220d Progressive [2018-2019],2018,68000,Diesel,Automatic,1,1950,5,3400000
Elite i20 Sportz 1.2 [2016-2017],2019,35000,Petrol,Manual,1,1197,5,645000
5-Series 520d M Sport,2016,39000,Diesel,Automatic,1,1995,5,2600000
A4 2.0 TDI (177bhp) Premium,2011,62000,Diesel,Automatic,1,1968,5,1375000
City V CVT Petrol [2017-2019],2021,11000,Petrol,Automatic,1,1497,5,1340000
Swift ZXi Plus [2018-2019],2020,11000,Petrol,Manual,1,1197,5,840000
Swift DZire VXI,2014,102000,Petrol,Manual,2,1197,5,525000
Eeco 7 STR STD (O),2022,7000,Petrol,Manual,1,1196,7,625000
Eon Sportz,2012,20000,Petrol,Manual,1,814,5,215000
Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],2019,25000,Petrol,Manual,1,1197,5,595000
A4 Premium Plus 40 TFSI,2022,22000,Petrol,Automatic,1,1984,5,4150000
Swift VDi,2018,65000,Diesel,Manual,1,1248,5,750000
Ecosport Titanium 1.5 Ti-VCT,2013,47000,Petrol,Manual,1,1499,5,550000
Duster 110 PS RXZ 4X2 MT Diesel,2016,2000000,Diesel,Manual,1,1461,5,450000
X5 xDrive30d Pure Experience (5 Seater),2016,27011,Diesel,Automatic,2,2993,5,4175000
XE Prestige Diesel,2018,45545,Diesel,Automatic,2,1999,5,2700000
GLE 350 d,2018,18000,Diesel,Automatic,1,2987,5,6150000
Polo Comfortline 1.2L (P),2014,72782,Petrol,Manual,1,1198,5,565000
Alto VXi [2014-2019],2017,16800,Petrol,Manual,1,998,5,369000
Yaris V CVT,2019,40900,Petrol,Automatic,1,1496,5,1090000
WR-V VX MT Petrol,2017,39000,Petrol,Manual,1,1199,5,580000
X1 sDrive20d xLine,2016,77000,Diesel,Automatic,1,1995,5,2199000
Scorpio S11 2WD 7 STR,2018,120000,Diesel,Manual,2,2179,7,1251000
Amaze 1.2 SX i-VTEC,2017,38700,Petrol,Manual,1,1198,5,540000
XL6 Zeta MT Petrol,2021,7239,Petrol,Manual,1,1462,6,1245000
3-Series 330i M Sport Edition,2020,14000,Petrol,Automatic,1,1998,5,4749000
Grand i10 Sports Edition 1.2L Kappa VTVT,2014,76000,Petrol,Manual,1,1197,5,365000
2 Series Gran Coupe 220d M Sport [2020-2021],2020,11000,Diesel,Automatic,1,1995,5,4300000
Vitara Brezza VDi,2019,81300,Diesel,Manual,1,1248,5,825000
Polo GT TDI,2013,76000,Diesel,Manual,1,1598,5,325000
Tiago Revotron XM (O) [2016-2019],2018,91460,Petrol,Manual,1,1199,5,400000
Evoque HSE Dynamic,2018,45000,Diesel,Automatic,1,1999,5,3600000
Scorpio LX BS-IV,2013,47000,Diesel,Manual,1,2179,8,671000
GLC 220 d Progressive,2018,50000,Diesel,Automatic,1,2143,5,3400000
7-Series 730Ld,2014,133273,Diesel,Automatic,1,2993,4,3200000
Vento Highline Plus 1.2 (P) AT 16 Alloy,2017,60500,Petrol,Automatic,1,1197,5,775000
M-Class 350 CDI,2014,81000,Diesel,Automatic,1,2987,5,2150000
Discovery 2.0 HSE 4WD Diesel,2020,22000,Diesel,Automatic,2,1999,5,4700000
Ikon DuraTorq 1.4 TDCi,2009,88000,Diesel,Manual,1,1399,5,145000
Cooper D 5 Door,2020,19759,Diesel,Automatic,1,1496,5,3590000
Corolla Altis 1.8 G,2011,77000,Petrol,Manual,1,1794,5,375000
Verna Fluidic 1.6 VTVT SX AT,2015,58200,Petrol,Automatic,1,1591,5,645000
Vellfire Hybrid,2022,4000,Hybrid,Automatic,1,2494,7,11500000
Celerio ZXi,2015,42000,Petrol,Manual,1,998,5,509999
Elantra 1.8 SX AT,2013,63000,Petrol,Automatic,1,1797,5,545000
City V,2018,42855,Petrol,Manual,1,1497,5,835000
Duster 85 PS RXS 4X2 MT Diesel,2018,24000,Diesel,Manual,1,1461,5,960000
Celerio VXi [2019-2020],2019,34000,Petrol,Manual,1,998,5,540000
Seltos HTK Plus 1.5 iMT,2022,9500,Petrol,Manual,1,1497,5,1475000
XJ 3.0 V6 Portfolio,2014,32000,Diesel,Automatic,2,2993,5,3600000
Verna 1.6 CRDI SX (O),2018,97000,Diesel,Manual,1,1582,5,1175000
Verna Fluidic 1.6 VTVT SX Opt AT,2014,72900,Petrol,Automatic,2,1591,5,475000
Q8 Celebration,2021,28000,Petrol,Automatic,1,2995,5,9900000
Swift LXi,2022,6000,Petrol,Manual,1,1197,5,650000
X4 xDrive30d M Sport X [2019-2020],2021,24500,Diesel,Automatic,1,2993,5,6100000
i10 Sportz 1.2 AT Kappa2,2013,41000,Petrol,Automatic,1,1197,5,370000
City VX (O) MT BL,2018,50000,Petrol,Manual,1,1497,5,875000
DZire VDi AMT,2018,66000,Diesel,Automatic,1,1248,5,695000
Harrier XZA Plus,2022,38000,Diesel,Automatic,1,1956,5,2275000
Compass Model S (O) 1.4 Petrol DCT,2021,17000,Petrol,Automatic,1,1368,5,2700000
Verna Fluidic 1.6 CRDi SX,2014,74000,Diesel,Manual,1,1582,5,545000
Wagon R VXi 1.0 [2019-2019],2021,22000,Petrol,Manual,1,,5,540000
Rapid Style 1.6 MPI AT,2018,20690,Petrol,Automatic,1,1598,5,1099000
Verna 1.6 CRDI SX,2019,40000,Diesel,Manual,1,1582,5,1125000
Creta 1.6 SX Plus AT Petrol,2018,50000,Petrol,Automatic,1,1591,5,1299000
5-Series 525d Luxury Plus,2013,70000,Diesel,Automatic,2,1995,5,1600000
X6 xDrive40i M Sport,2021,20000,Petrol,Automatic,1,2998,5,10800000
XL6 Alpha AT Petrol,2020,47248,Petrol,Automatic,1,1462,6,1190000
Tigor XZA Plus,2021,9000,Petrol,Automatic,1,1199,5,795000
Verna Fluidic 1.6 CRDi SX,2013,78000,Diesel,Manual,2,1582,5,459999
A6 35 TDI Matrix,2018,51000,Diesel,Automatic,1,1968,5,3400000
Creta E Plus 1.6 Petrol,2018,34841,Petrol,Manual,1,1591,5,1050000
i20 Magna 1.2,2014,46000,Petrol,Manual,1,1197,5,385000
City S Diesel,2015,61000,Diesel,Manual,1,1498,5,585000
A3 35 TDI Premium + Sunroof,2014,55000,Diesel,Automatic,1,1968,5,1650000
Swift VXi [2014-2017],2020,58736,Petrol,Manual,1,1197,5,625000
Ciaz Alpha Hybrid 1.5 [2018-2020],2019,34000,Petrol,Manual,1,1462,5,910000
XUV500 W11,2018,47000,Diesel,Manual,1,2179,7,1275000
Elite i20 Magna 1.2 [2016-2017],2017,47000,Petrol,Manual,1,1197,5,585000
Thar CRDe 4x4 Non AC,2017,79000,Diesel,Manual,1,2498,7,1035000
Elite i20 Asta 1.2 IVT,2021,12020,Petrol,Automatic,1,1197,5,1075000
Creta SX 1.5 Diesel [2020-2022],2020,7000,Diesel,Manual,1,1493,5,1650000
A4 2.0 TDI (143bhp),2014,15000,Diesel,Automatic,1,1968,5,1575000
X3 xDrive20d,2014,82000,Diesel,Automatic,2,1995,5,1950000
5-Series 520d Luxury Line [2017-2019],2022,6000,Diesel,Automatic,1,1995,5,6390000
Creta 1.4 S Plus,2019,68000,Diesel,Manual,1,1396,5,1080000
Q7 45 TDI Premium Plus,2017,24000,Diesel,Automatic,1,2967,7,5500000
Venue SX (O) 1.5 CRDi,2020,56000,Diesel,Manual,1,1493,5,1080000
XUV500 W6,2015,25000,Diesel,Manual,1,2179,7,800000
Go Plus T,2017,34000,Petrol,Manual,1,1198,7,335000
Venue SX 1.0 Turbo iMT,2021,10700,Petrol,Manual,1,998,5,1185000
Elite i20 Sportz 1.2 IVT,2021,25000,Petrol,Automatic,1,1197,5,894999
Amaze 1.2 S CVT Petrol [2018-2020],2019,54000,Petrol,Automatic,2,1199,5,650000
i20 Sportz 1.4 CRDI,2014,75000,Diesel,Manual,1,1396,5,550000
Baleno Delta 1.3,2016,88000,Diesel,Manual,1,1248,5,550000
Q3 35 TDI Premium + Sunroof,2016,139000,Diesel,Automatic,2,1968,5,1650000
Kushaq Style 1.0L TSI MT,2022,1300,Petrol,Manual,1,999,5,1600000
Verna 1.6 VTVT SX (O),2019,20000,Petrol,Manual,1,1591,5,1175000
Pajero Select Plus AT,2018,122000,Diesel,Automatic,1,2477,7,1995000
Elite i20 Sportz 1.4 CRDI [2016-2017],2016,38000,Diesel,Manual,1,1396,5,575000
Hector Sharp 2.0 Diesel Turbo MT,2021,18500,Diesel,Manual,1,1956,5,1975000
Creta SX (O) 1.5 Diesel [2020-2022],2022,27800,Diesel,Manual,1,1493,5,1625000
Swift VXi [2014-2017],2019,46027,Petrol,Manual,1,1197,5,695000
Yaris J CVT [2018-2020],2018,23148,Petrol,Automatic,1,1496,5,875000
Octavia 1.8 TSI Style Plus AT [2017],2017,28000,Petrol,Automatic,1,1798,5,1495000
Swift ZXi AMT [2018-2019],2019,11874,Petrol,Automatic,1,1197,5,725000
Creta E Plus 1.6 Petrol,2017,50000,Petrol,Manual,1,1591,5,875000
5-Series 520d Modern Line,2014,88000,Diesel,Automatic,3,1995,5,2250000
Endeavour Trend 2.2 4x2 AT,2016,75000,Diesel,Automatic,2,2198,7,2350000
3-Series 320d Prestige,2019,15500,Diesel,Automatic,1,1995,5,2690000
Ciaz VDi+ SHVS,2016,82445,Diesel,Manual,2,1248,5,695000
City V,2014,75574,Petrol,Manual,2,1497,5,600000
Wagon R LXI CNG,2015,64000,CNG,Manual,1,998,5,375000
i10 Sportz 1.2 Kappa2,2012,75000,Petrol,Manual,1,1197,5,315000
Ecosport Trend 1.5 Ti-VCT,2019,14095,Petrol,Manual,1,1499,5,775000
A6 35 TDI Matrix,2017,17000,Diesel,Automatic,1,1968,5,3075000
Duster 110 PS RxZ Diesel,2014,70000,Diesel,Manual,1,1461,5,415000
Ertiga ZDI + SHVS,2017,68000,Diesel,Manual,1,1248,7,765000
Swift VXi [2014-2017],2018,40000,Petrol,Manual,2,1197,5,520000
XJ 3.0 V6 Portfolio,2015,39000,Diesel,Automatic,1,2993,5,3900000
Creta 1.6 SX,2016,72000,Diesel,Manual,1,1582,5,850000
Ertiga VDI SHVS,2016,39000,Diesel,Manual,1,1248,7,969999
Baleno Delta 1.3,2016,62000,Diesel,Manual,1,1248,5,575000
Endeavour Sport 2.0 4x4 AT,2021,41086,Diesel,Automatic,2,1996,7,3900000
3-Series 320d Luxury Line,2013,65000,Diesel,Automatic,2,1995,5,1395000
Kushaq Style 1.0L TSI AT,2021,7900,Petrol,Automatic,1,999,5,1625000
Sonet GTX Plus 1.5 AT [2020-2021],2021,22000,Diesel,Automatic,1,1493,5,1499000
Tiguan Highline TDI,2018,73000,Diesel,Automatic,2,1968,5,2050000
Octavia 1.8 TSI Style Plus AT [2017],2016,55000,Petrol,Automatic,2,1798,5,1300000
Superb L&K TDI AT,2019,6900,Diesel,Automatic,1,1968,5,3199000
Swift LXi,2017,65000,Petrol,Manual,1,1197,5,450000
Mobilio RS Diesel,2015,48000,Diesel,Manual,1,1498,7,675000
Alto 800 Lxi,2018,48000,Petrol,Manual,2,796,5,280000
Wagon R LXI ABS,2018,18000,Petrol,Manual,1,998,5,425000
Ghost Extended Wheelbase,2011,27000,Petrol,Automatic,3,6592,5,20000000
C-Class 220 BlueEfficiency,2012,78000,Diesel,Automatic,1,2143,5,1250000
Santa Fe 2WD AT [2014-2017],2014,87938,Diesel,Automatic,2,2199,7,1175000
Santro Sportz CNG [2018-2020],2019,43000,CNG,Manual,1,1086,5,545000
C-Class 220 CDI Elegance AT,2008,95200,Diesel,Automatic,1,2148,5,495000
Swift DZire VXI,2016,26000,Petrol,Manual,1,1197,5,500000
Celerio VXi AMT,2015,70000,Petrol,Automatic,1,998,5,390000
Wagon R LXi 1.0 CNG [2019-2020],2019,31000,CNG,Manual,1,998,5,575000
3-Series 320d Luxury Line [2014-2016],2014,103000,Diesel,Automatic,2,1995,5,2100000
i10 Magna 1.2 Kappa2,2012,54556,Petrol,Manual,1,1197,5,250000
DZire VXi,2019,74000,Petrol,Manual,1,1197,5,685000
Kwid RXT [2015-2019],2016,64000,Petrol,Manual,1,799,5,320000
S-Cross Delta 1.6,2016,85000,Diesel,Manual,2,1598,5,620000
Swift VXi [2014-2017],2018,54000,Petrol,Manual,1,1197,5,600000
Compass Longitude (O) 1.4 Petrol AT [2019-2020],2019,57000,Petrol,Automatic,1,1368,5,1750000
Discovery Sport SE,2018,38000,Diesel,Automatic,1,1999,7,4950000
Creta 1.6 SX Plus AT,2015,68566,Diesel,Automatic,1,1582,5,1015000
Corolla Altis 1.8 G,2009,68195,Petrol,Manual,1,1794,5,390000
Ciaz Delta 1.4 MT,2017,57000,Petrol,Manual,1,1373,5,755000
Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],2021,45000,Petrol,Automatic,1,1353,5,1825000
Celerio VXi AMT,2014,60116,Petrol,Automatic,1,998,5,416000
Swift DZire ZDi BS-IV,2010,82202,Diesel,Manual,2,1248,5,325000
Wagon R LXi Minor,2008,51000,Petrol,Manual,2,1061,5,218000
CLA 200 CDI Sport,2018,24000,Diesel,Automatic,1,2143,5,2800000
Ciaz VDi (O) SHVS,2017,86000,Diesel,Manual,1,1248,5,650000
WR-V S MT Diesel,2018,41000,Diesel,Manual,1,1498,5,790000
City SV Diesel,2015,76000,Diesel,Manual,1,1498,5,540000
Swift VDi,2011,120000,Diesel,Manual,1,1248,5,375000
X1 sDrive20i xLine,2021,12500,Petrol,Automatic,1,1998,5,3990000
718 Boxster,2018,6300,Petrol,Automatic,1,1988,2,10900000
Swift DZire VXi,2009,114000,Petrol,Manual,1,1298,5,245000
Celerio LXi,2015,25862,Petrol,Manual,1,998,5,260000
Kodiaq Style 2.0 TDI 4x4 AT,2018,35000,Diesel,Automatic,1,,7,3200000
Figo Duratorq Diesel Titanium 1.4,2010,72000,Diesel,Manual,1,1399,5,240000
Creta 1.6 SX Plus Special Edition,2015,90000,Diesel,Manual,1,1582,5,800000
City V,2016,38000,Petrol,Manual,1,1497,5,745000
E-Class E 220d Exclusive [2019-2019],2021,7000,Diesel,Automatic,1,1950,5,7390000
X5 xDrive 30d M Sport,2017,83985,Diesel,Automatic,2,2993,5,5900000
Amaze 1.2 S MT Petrol [2018-2020],2019,74237,Petrol,Manual,1,1199,5,675000
X1 sDrive20d xLine,2018,53000,Diesel,Automatic,2,1995,5,2650000
Alto 800 Lxi,2016,52303,Petrol,Manual,1,796,5,340000
Baleno Alpha 1.2,2019,42356,Petrol,Manual,1,1197,5,620000
SX4 ZDI,2013,84000,Diesel,Manual,1,1248,5,297000
Etios Liva GD,2016,114000,Diesel,Manual,1,1364,5,500000
Verna SX Plus 1.6 VTVT AT,2019,26894,Petrol,Automatic,1,1591,5,1149000
C-Class C 220 CDI Avantgarde,2017,70000,Diesel,Automatic,2,2143,5,2650000
Fortuner 3.0 4x2 MT,2012,98352,Diesel,Manual,1,2982,7,1375000
i10 Magna,2009,107000,Petrol,Manual,3,1086,5,235000
5-Series 525d Luxury Plus,2014,68000,Diesel,Automatic,1,1995,5,2280000
Fortuner 2.8 4x2 AT [2016-2020],2017,52000,Diesel,Automatic,1,2755,7,3090000
ES 300h,2017,31059,Petrol,Automatic,1,2494,5,4375000
S-Cross Alpha 1.6,2017,114000,Diesel,Manual,1,1598,5,749000
X5 xDrive 30d Expedition,2017,35000,Diesel,Automatic,1,2993,7,4800000
TUV300 T10,2017,44000,Diesel,Manual,1,1493,7,785000
i20 Active 1.4 S,2017,72000,Diesel,Manual,1,1396,5,750000
C-Class C 220d Progressive [2018-2019],2019,8000,Diesel,Automatic,1,1950,5,4150000
Alto VXi,2014,54000,Petrol,Manual,1,998,5,320000
GLA 200 CDI Style,2015,99000,Diesel,Automatic,2,2143,5,1750000
TUV300 T10,2019,88000,Diesel,Manual,1,1493,7,944999
Range Rover 3.0 V6 Diesel Vogue LWB,2020,11000,Diesel,Automatic,2,2993,4,27500000
Endeavour Sport 2.0 4x4 AT,2021,19000,Diesel,Automatic,1,1996,7,4100000
Hector Sharp 1.5 DCT Petrol Dual Tone,2021,33000,Petrol,Automatic,1,1451,5,1750000
Ertiga VDi 1.3 Diesel,2018,44153,Diesel,Manual,1,1248,7,811000
Discovery Sport HSE Luxury 7-Seater,2020,32368,Diesel,Automatic,1,2179,7,6900000
Verna 1.6 CRDI SX,2016,42000,Diesel,Manual,1,1582,5,725000
XF Portfolio Diesel,2020,56000,Diesel,Automatic,1,1999,5,4600000
Nexon EV XZ Plus,2020,10000,Electric,Automatic,1,,5,1485000
Range Rover 3.0 V6 Diesel Vogue,2019,63000,Diesel,Automatic,1,2993,5,19300000
Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],2017,49422,Petrol,Automatic,1,1197,5,650000
Hector Plus Smart 1.5 DCT Petrol,2021,19000,Petrol,Automatic,1,1451,6,1925000
City SV CVT,2015,75258,Petrol,Automatic,1,1497,5,590000
Santro Sportz CNG [2018-2020],2019,46000,CNG,Manual,1,1086,5,495000
Baleno Zeta 1.3,2016,68921,Diesel,Manual,1,1248,5,695000
Verna 1.6 CRDI SX,2018,79800,Diesel,Manual,1,1582,5,799000
Polo Highline1.2L (P),2013,53000,Petrol,Manual,2,1198,5,325000
Scorpio S5 2WD 7 STR,2018,59000,Diesel,Manual,1,2179,7,1190000
XJ 3.0 Portfolio,2017,30000,Diesel,Automatic,1,2993,5,5800000
Alto LXi BS-III,2009,65000,Petrol,Manual,3,796,5,140000
Baleno Zeta 1.2,2021,58000,Petrol,Manual,1,1197,5,750000
M-Class ML 350 CDI,2014,94000,Diesel,Automatic,1,2997,5,2600000
Alto 800 Lx CNG,2017,45000,CNG,Manual,1,796,5,299000
Fortuner 2.8 4x4 AT [2016-2020],2018,62152,Diesel,Automatic,1,2755,7,3470000
Venue SX Plus 1.0 Turbo DCT,2019,28000,Petrol,Automatic,1,998,5,1075000
Grand i10 Magna AT 1.2 Kappa VTVT,2019,15000,Petrol,Automatic,1,1197,5,650000
Amaze 1.2 S i-VTEC,2014,53610,Petrol,Manual,2,1198,5,425000
Terrano XL D Plus,2014,75000,Diesel,Manual,1,1461,5,445000
XL6 Zeta MT Petrol,2022,16000,Petrol,Manual,1,1462,6,1225000
A3 35 TDI Premium + Sunroof,2015,60000,Diesel,Automatic,1,1968,5,1350000
Polo Trendline 1.2L (P),2011,101923,Petrol,Manual,2,,,345000
C-Class 220 BlueEfficiency,2014,45000,Diesel,Automatic,1,2143,5,1450000
Fortuner 2.8 4x4 AT [2016-2020],2017,120000,Diesel,Automatic,1,2755,7,2749000
Santro GLS,2009,56400,Petrol,Manual,3,1086,5,141000
Creta 1.6 S Plus AT,2017,70000,Diesel,Automatic,1,1582,5,1375000
Innova 2.4 G 7 STR [2016-2017],2016,82567,Diesel,Manual,1,2393,7,1825000
A8 3.0 TDI quattro,2015,32000,Diesel,Automatic,1,2967,4,4900000
Jazz V Diesel,2015,68244,Diesel,Manual,2,1498,5,525000
Q7 3.0 TDI quattro Premium,2014,25000,Diesel,Automatic,2,2967,6,3300000
Eon Magna +,2018,34000,Petrol,Manual,1,814,5,405000
Q3 35 TDI quattro Premium Plus,2017,36000,Diesel,Automatic,1,1968,5,2550000
City SV,2019,36000,Petrol,Manual,1,1497,5,875000
Swift VXi,2014,68005,Petrol,Manual,1,1197,5,355000
Ecosport Titanium 1.5L TDCi,2018,74797,Diesel,Manual,1,1498,5,925000
Evoque SE Dynamic,2021,12000,Diesel,Automatic,1,1999,5,6500000
Elite i20 Magna 1.2 [2016-2017],2019,31000,Petrol,Manual,1,1197,5,625000
Redigo T(O) 1.0,2020,7520,Petrol,Manual,1,999,5,425000
Grand i10 Magna 1.2 Kappa VTVT [2016-2017],2015,58078,Petrol,Manual,2,1197,5,550000
Vento Comfortline Diesel,2014,79081,Diesel,Manual,1,1598,5,434999
GLE 350 d,2018,28000,Diesel,Automatic,1,2987,5,5900000
GLC 220 d Progressive,2017,72000,Diesel,Automatic,1,2143,5,3500000
Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],2022,23000,Petrol,Automatic,1,1353,5,1750000
Captiva LTZ AWD AT,2012,74000,Diesel,Automatic,1,1991,7,475000
Xcent S 1.2 (O),2015,11628,Petrol,Manual,1,1197,5,425000
Ecosport Titanium + 1.5L TDCi,2017,81323,Diesel,Manual,1,1498,5,675000
